name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-223 c,648,2.86 Earths,11.443,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-224 c,898,6.39 Earths,12.7,2018
K2-225 b,1167,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.337,2018
K2-227 b,611,3.41 Earths,12.015,2018
K2-228 b,422,1.92 Earths,13.028,2018
K2-229 b,335,2.49 Earths,10.985,2018
K2-229 c,335,21.3 Earths,10.985,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-230 b,1764,4.5 Earths,12.789,2018
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-252 b,746,3.68 Earths,12.93,2018
K2-253 b,2859,Unknown,15.002,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,24.5 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-342 b,680,4.78 Earths,11.338,2018
K2-343 b,542,3.36 Earths,16.01,2019
K2-343 c,542,4.74 Earths,16.01,2018
K2-344 b,245,3.15 Earths,13.423,2018
K2-345 b,530,5.1 Earths,15.72,2016
K2-346 b,344,5.73 Earths,11.903,2016
K2-347 b,1045,6.39 Earths,15.15,2016
K2-348 b,658,10.7 Earths,12.572,2018
K2-348 c,658,7.61 Earths,12.572,2018
K2-349 b,1480,2.48 Earths,14.585,2016
K2-34 b,1137,1.698 Jupiters,11.447,2016
K2-350 b,1596,2.99 Earths,13.449,2021
K2-350 c,1596,7.95 Earths,13.449,2016
K2-351 b,2266,6.99 Earths,14.195,2016
K2-352 b,574,2.45 Earths,11.125,2021
K2-352 c,574,4.35 Earths,11.125,2018
K2-352 d,574,5.6 Earths,11.125,2018
K2-353 b,876,26.3 Earths,12.337,2021
K2-354 b,299,3.05 Earths,15.296,2016
K2-355 b,1633,5.69 Earths,13.707,2021
K2-356 b,1160,5.86 Earths,13.268,2021
K2-357 b,1689,13.4 Earths,13.748,2021
K2-358 b,1567,7.65 Earths,13.699,2021
K2-35 b,824,2.3 Earths,14.166,2016
K2-35 c,824,4.38 Earths,14.166,2016
K2-365 b,611,8.78 Earths,11.372,2022
K2-366 b,607,6.16 Earths,12.636,2022
K2-367 b,577,6.41 Earths,13.794,2022
K2-368 b,674,2.34 Earths,13.581,2022
K2-368 c,674,2.42 Earths,13.581,2022
K2-368 d,674,4.45 Earths,13.581,2022
K2-369 b,605,2.28 Earths,11.789,2022
K2-36 b,358,3.9 Earths,11.726,2016
K2-36 c,358,7.8 Earths,11.726,2016
K2-370 b,470,10.4 Earths,11.109,2022
K2-371 b,1444,Unknown,14.492,2022
K2-372 b,1513,8.98 Earths,13.589,2022
K2-373 b,749,4.9 Earths,10.47,2022
K2-374 b,1172,3.16 Earths,12.783,2022
K2-374 c,1172,5.53 Earths,12.783,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-375 b,2271,5.66 Earths,13.164,2022
K2-376 b,527,3.66 Earths,10.415,2022
K2-377 b,637,3.51 Earths,14.107,2022
K2-378 b,2244,8.65 Earths,16.029,2022
K2-379 b,594,5.4 Earths,13.265,2022
K2-37 b,587,3.22 Earths,12.573,2016
K2-37 c,587,8 Earths,12.573,2016
K2-37 d,587,7.9 Earths,12.573,2016
K2-380 b,813,7.89 Earths,11.688,2022
K2-381 b,475,1.26 Earths,12.883,2022
K2-381 c,475,4.66 Earths,12.883,2022
K2-381 d,475,3.5 Earths,12.883,2022
K2-382 b,908,4.95 Earths,12.977,2022
K2-383 b,665,3.07 Earths,12.689,2022
K2-384 b,270,1.26 Earths,16.12,2022
K2-384 c,270,1.82 Earths,16.12,2022
K2-384 d,270,2.52 Earths,16.12,2022
K2-384 e,270,2.37 Earths,16.12,2022
K2-384 f,270,5.57 Earths,16.12,2022
K2-385 b,1373,2.98 Earths,14.645,2022
K2-386 b,1399,5.99 Earths,13.241,2022
K2-387 b,869,0.133 Jupiters,16.147,2022
K2-388 b,948,13 Earths,12.861,2022
K2-389 b,846,5.41 Earths,11.827,2022
K2-389 c,846,4.82 Earths,11.827,2022
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-390 b,1488,19.6 Earths,13.611,2022
K2-391 b,1657,2.45 Earths,12.527,2022
K2-392 b,1328,4.08 Earths,12.922,2022
K2-393 b,867,6.13 Earths,11.84,2022
K2-394 b,320,3.51 Earths,12.768,2022
K2-395 b,935,7.26 Earths,15.131,2022
K2-395 c,935,11.4 Earths,15.131,2022
K2-396 b,897,3.12 Earths,13.32,2022
K2-396 c,897,9.93 Earths,13.32,2022
K2-397 b,650,6.42 Earths,11.865,2022
K2-398 b,1980,5.79 Earths,13.287,2022
K2-398 c,1980,22.8 Earths,13.287,2022
K2-399 b,1682,30.5 Earths,12.478,2022
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-400 b,203,1.67 Earths,15.108,2022
K2-401 b,655,5.74 Earths,14.014,2022
K2-402 b,1706,7.65 Earths,13.032,2022
K2-403 b,804,24.6 Earths,12.305,2022
K2-404 b,397,6.94 Earths,14.622,2022
K2-405 b,643,18.9 Earths,12.816,2022
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-390 b,1488,19.6 Earths,13.611,2022
K2-391 b,1657,2.45 Earths,12.527,2022
K2-392 b,1328,4.08 Earths,12.922,2022
K2-393 b,867,6.13 Earths,11.84,2022
K2-394 b,320,3.51 Earths,12.768,2022
K2-395 b,935,7.26 Earths,15.131,2022
K2-395 c,935,11.4 Earths,15.131,2022
K2-396 b,897,3.12 Earths,13.32,2022
K2-396 c,897,9.93 Earths,13.32,2022
K2-397 b,650,6.42 Earths,11.865,2022
K2-398 b,1980,5.79 Earths,13.287,2022
K2-398 c,1980,22.8 Earths,13.287,2022
K2-399 b,1682,30.5 Earths,12.478,2022
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-400 b,203,1.67 Earths,15.108,2022
K2-401 b,655,5.74 Earths,14.014,2022
K2-402 b,1706,7.65 Earths,13.032,2022
K2-403 b,804,24.6 Earths,12.305,2022
K2-404 b,397,6.94 Earths,14.622,2022
K2-405 b,643,18.9 Earths,12.816,2022
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-5 c,662,5.73 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-61 b,1323,6.71 Earths,13.173,2016
K2-62 b,367,5.22 Earths,12.391,2016
K2-62 c,367,5.22 Earths,12.391,2016
K2-63 b,1688,10.5 Earths,12.98,2016
K2-63 c,1688,14.5 Earths,12.98,2016
K2-64 b,1631,4.94 Earths,14.132,2016
K2-65 b,236,3.12 Earths,10.71,2016
K2-66 b,1676,21.3 Earths,11.71,2016
K2-68 b,550,3.12 Earths,12.987,2016
K2-69 b,589,5.99 Earths,16.024,2016
K2-6 b,1033,6.8 Earths,12.66,2015
K2-70 b,760,8.7 Earths,13.074,2016
K2-71 b,500,5.27 Earths,16.14,2016
K2-72 b,217,1.28 Earths,15.37,2016
K2-72 c,217,1.65 Earths,15.37,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
KELT-7 b,446,1.39 Jupiters,8.56,2015
KELT-8 b,644,0.66 Jupiters,10.845,2015
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
Kepler-1002 b,1332,3.57 Earths,11.821,2016
Kepler-1003 b,3072,3.82 Earths,14.132,2016
Kepler-1004 b,3760,32.5 Earths,13.705,2016
Kepler-1005 b,1852,2.86 Earths,13.371,2016
Kepler-1006 b,3529,2.99 Earths,14.467,2016
Kepler-1007 b,1191,2.67 Earths,14.981,2016
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
